AMANDA, , BELL, , F, , 12/30/2003, 570-811-9657, 570-811-9657, 340 BEACH 66ST, PH, FAR ROCKAWAY, NY, 11692, , ABELL@AMGGT.COM, , 15790506, 
CHRISTIAN, , SCHOMBS, , M, , 12/10/1939, 666-666-6666, , 15016 HILLSIDE AVENUE, PH, JAMAICA, NY, 11432, , , 1363592, 15412898, 
CHRISTIAN, , SCHOMBS, , M, , 12/10/1939, 555-555-5555, , 9034 185 STREET, 4 E, JAMAICA, NY, 11423, TURNER, CSCHOMBS@AMGGT.COM, 1363772, 15620640, 

TONY, DAVID, STEVESON, , M, , 10/26/1977, 4444444444, , 219 E 121 STREET, , NY, NY, 10035, , , 1365253, 16012038, 
TONY, DAVID, STEVESON, , M, , 10/26/1977, 3333333333, , 443 ST ANNAS AVENUE, 2D, BRONX, NY, 10455, , , 1365420, 15716599, 

MICHAEL, , MURPHY, , M, , 2/8/1980, 5555555555, , 16430 HILLSIDE AVENUE, 15C, JAMAICA, NY, 11432, SMART, MMURPHY@AMGGT.COM, 1365458, 15516379, 
MICHAEL, , MURPHY, , M, , 2/8/1980, 6666666666, , 8747 KINGSTON PLACE, PH, JAMAICA, NY, 11432, , , 1365581, 15744404, 

FEMALE, , UNKNOWN, , F, , 8/8/1988, , , , , , , , , , 1371326, 15802594, 
FEMALE, , UNKNOWN, , F, , 8/8/1988, , , , , , , , , , 1371549, 15563300, 

MALE, , UNKNOWN, , M, , 8/8/1988, , , , , , , , , , 1371718, 15710665, 
MALE, , UNKNOWN, , M, , 8/8/1988, , , , , , , , , , 1371827, 15990287, 

JENNIFER, , COSTELLA, , F, , 12/7/2015, 1111111111, , 10021E ASCH LOOP, 21E, BRONX, NY, 10475, , JCOSTELLA@AMGGT.COM, 1373429, 15698416, 
JENNIFER, , COSTELLA, , F, , 12/7/2015, 2222222222, , UNKOWN, UNK, BRONX, NY, 10462, , , 1373596, 15449847, 

GRACE, , VANNI, , F, , 6/4/1963, 888-888-8888, , 1734 TOWNSEND AVENUE, 5B, BRONX, NY, 10455, , , 1374665, 15960266, 
GRACE, , VANNI, , F, , 6/4/1963, 999-999-9999, , 1898 HARRISON AVENUE, 1, BRONX, NY, 10453, , , 1374843, 15955744, 

JACOB, , KOUREMBIS, , M, , 2/17/2002, 1234567890, , 3675 MOROLA PLACE, , BRONX, NY, 10466, , , 1377823, 15408156, 
JACOB, , KOUREMBIS, , M, , 2/17/2002, 9999999999, , 1221 SPOFFORD AVENUE, , BRONX, NY, 10474, , , 1377970, 15690195, 

ALAYA, , MONTANEZ, , F, , 6/3/2015, 9999999999, , 1381 CASTLE HILL AVENUE, A1, BRONX, NY, 10462, , , 1378290, 15385141, BEVERLY ELSKY 
ALAYA, , MONTANEZ, , F, , 6/3/2015, 8888888888, , 352 BEEKMAN AVENUE, 4G, BRONX, NY, 10454, , , 1378406, 15467384, JOYCE PRINCE 

CHARLES, AGUSTIN, SCHOLZ, , M, , 8/10/2008, 8888888888, , 3135 SEYMOUR AVENUE, PH, BRONX, NY, 10469, , , 1379239, 15837815, 
CHARLES, AGUSTIN, SCHOLZ, , M, , 8/10/2008, 9999999999, , 805 PELHAM PARKWAY NORTH, 3D, BRONX, NY, 10467, , , 1379359, 15635225, JASON DARREN POPLAR 

MARIA, , NEEK, , F, , 4/4/2009, 555-555-5555, , 623 MARIDA STREET, 15, BRONX, NY, 10474, , , 1379459, 15481583, 
MARIA, , NEEK, , F, , 4/4/2009, 444-444-4444, , 408 E 154 STREET, 2, BRONX, NY, 10455, , MNEEK@AMGGT.COM, 1379624, 15920864, 

CHRISTOPHER, CLIFFORD, GREEAR, , M, , 2/3/2003, 4444444444, , 1585 EAST 172ND STREET, 2A, BRONX, NY, 10472, , , 1385513, 15520225, 
CHRISTOPHER, CLIFFORD, GREEAR, , M, , 2/3/2003, 3333333333, , 310 EAST 196 STREET, D1, BRONX, NY, 10458, , , 1385723, 15701973, 

MARIA, , HU, , U, , 12/7/2012, 222-222-2222, , 3125 PARK AVENUE, 28G, BRONX, NY, 10451, ROBERTS, MHU@AMGGT.COM, 1389256, 15435834, 
MARIA, , HU, , F, , 12/7/2012, 333-333-3333, , , , , , , , , 1389391, 16001114, 

JOSE, TIMOTHY, HERBST, , M, , 2/14/2015, 888-888-8888, , 17 E204TH STREET, 2E, BRONX, NY, 10468, , , 1390689, 15506854, 
JOSE, TIMOTHY, HERBST, , M, , 2/14/2015, 999-999-9999, , 320 TORRY AVENUE, PH, BRONX, NY, 10473, , , 1390791, 15817345, 

ROBERT, , LANG, , M, , 10/18/2007, 7777777777, , 811 CROTONA PARK NORTH, E3, BRONX, NY, 10460, , , 1392560, 15934910, 
ROBERT, , LANG, , M, , 10/18/2007, 6666666666, , 1685 SELWYN AVENUE, 701, BRONX, NY, 10457, , RLANG@AMGGT.COM, 1392691, 15538782, 

MARK, , FLEWELLEN, , M, , 11/10/2004, 4444444444, , 3447 DEKALB AVENUE, B, BRONX, NY, 10467, , , 1402262, 15988503, 
MARK, , FLEWELLEN, , M, , 11/10/2004, 3333333333, , 250 E GUNHILL ROAD, 3K, BRONX, NY, 10467, , , 1402367, 15610042, 

PAYTYN, MARY, DANIELLEON, , F, , 12/8/2005, 777-777-7777, , 3209 TENBROCK AVENUE, PH, BX, NY, 10469, , PDANIELLEON@AMGGT.COM, 1407374, 15534384, 
PAYTYN, MARY, DANIELLEON, , F, , 12/8/2005, 888-888-8888, , 3047 MANHATTAN AVENUE, , BRONX, NY, 10467, , , 1407493, 15814104, 

JOAN, SARAH, YANG, , F, , 8/26/1949, 862-856-2045, , 2769 MATTHEWS AVENUE5A, 5A, BRONX, NY, 10467, , , 954072, 15823922, 
JOAN, , YANG, , F, , 10/20/1920, 862-856-2045, , 2769 MATTHEWS AVENUE, 5E, BRONX, NY, 10467, , , 954294, 15610274, 

ERICA, BETTY, LAW, , F, , 9/17/1985, 203-153-4145, , 2686 VALENTINE AVENUE, 2B, BRONX, NY, 10458, , , 960658, 15993247, 
ERICA, BETTY, LAW, , F, , 10/10/2009, 203-153-4145, , 3477 KNOX PLACE, 5I, BRONX, NY, 10467, , , 960810, 15601353, 

SERGIO, L, KUTTER, , M, , 10/24/2006, 516-797-6597, , 273 E 161ST STREET, 1K, BRONX, NY, 10455, , , 963544, 15468334, 
SERGIO, , KUTTER, , M, , 2/19/1988, 516-797-6597, , 271 EAST 164TH STREET, 1 C, BRONX, NY, 10456, , SKUTTER@AMGGT.COM, 963710, 15455896, 

JUDY, E, BUCHANAN, , F, , 6/7/2010, 848-186-3927, , 120 WEST 140TH STREET, 4H, NEW YORK, NY, 10030, , , 1012167, 15753756, 
JUDY, , BUCHANAN, , F, , 10/16/1990, 848-186-3927, , 219 WEST 145TH STREET, 1, NEW YORK, NY, 10031, , , 1012414, 15636835, 

JUAN, GARY, MONTAGNA, , M, , 12/9/1981, 973-448-7513, , 13876 BROOKVILLEBLVD, PH, ROSEDALE, NY, 11422, , , 1056578, 15439689, 
JUAN, , MONTAGNA, , M, , 10/2/1953, 973-448-7513, , , , , , , , , 1056841, 15505825, 

PAUL, DONALD, BOOKS, , M, , 10/16/1972, 718-948-8412, , 1738 VAN BUREN STREET, 3, BRONX, NY, 10460, , , 1078365, 15951559, 
PAUL, DONALD, BOOKS, , M, , 7/29/1994, 718-948-8412, , 862 E 213 STREET, 2, BRONX, NY, 10467, , PBOOKS@AMGGT.COM, 1078533, 15535762, 

ROY, , VINTON, , M, , 12/3/1947, 917-260-7298, , 2700 RANDALL AVENUE, , BRONX, NY, 10465, , , 1096232, 15632731, 
ROY, NICHOLAS, VINTON, , M, , 10/24/1920, 917-260-7298, , 45, , , , , , , 1096489, 15486602, 

LARRY, , POTTER, , M, , 10/6/1920, 516-159-2789, , 1077 VIRGINIA AVENUE, PH, BRONX, NY, 10472, , , 1111754, 16014628, 
LARRY, , POTTER, , M, , 12/20/1948, 516-159-2789, , 1107 VIRGINIA AVENUE, , , , , , , 1112021, 15984745, 

ROSS, , MASON, , M, , 10/14/1985, 860-188-4163, , 2029 DALY, , BRONX, NY, 10460, , , 1116620, 15730698, 
ROSS, JAMES, MASON, , M, , 6/7/2009, 860-188-4163, , 365 EAST 184 STREET, 801, BRONX, NY, 10460, , RMASON@AMGGT.COM, 1116850, 15438245, 

LEIGHTON, , OBRIEN, , F, , 10/18/1920, 862-522-1766, , 524 MARCY AVENUE, 5C, BROOKLYN, NY, 11206, , , 1122334, 15930310, 
LEIGHTON, DANA, OBRIEN, , F, , 12/12/1940, 862-522-1766, , 346 POWERS AVENUE, , BRONX, NY, 10454, , LOBRIEN@AMGGT.COM, 1122440, 15489260, 

CARLOS, , NAY, , M, , 10/2/1936, 551-267-7333, , 576 STMARYS STREET, 1 B, BRONX, NY, 10454, , , 1125374, 15955660, 
CARLOS, JAMES, NAY, , M, , 12/18/1955, 551-267-7333, , 55 WEST 110TH STREET, 428, NEW YORK, NY, 10026, , CNAY@AMGGT.COM, 1125546, 15736922, 

DEAN, BRIAN, ROSENBERGER, , M, , 10/1/2009, 516-869-7831, , , , , , , , , 1129652, 15965514, 
DEAN, , ROSENBERGER, , M, , 7/27/1986, 516-869-7831, , 8909 162 STREET, 7D, JAMAICA, NY, 11432, , , 1129818, 15569122, 

RAFAEL, KEVIN, GAGE, , M, , 9/14/1989, 267-140-1887, , 370 E 51STREET, 2A, BROOKLYN, NY, 11203, , RGAGE@AMGGT.COM, 1146160, 15635342, 
RAFAEL, , GAGE, , M, , 9/27/1964, 267-140-1887, , 5314 CLARENDON ROAD, PH, BROOKLYN, NY, 11203, , , 1146490, 15516778, 

AVA, , VANSCOY, , F, , 10/28/1920, 609-861-3879, , , , , , , , , 1146763, 15947853, 
AVA, , VANSCOY, , F, , 12/9/1940, 609-861-3879, , 285 LINCOLN PLACE, 2B, BROOKLYN, NY, 11238, , , 1147102, 15661018, 

JOHN, ANTONIO, SHANK, , M, , 10/27/1945, 908-964-1438, , 1030 WOODYCREST AVENUE, 1FL, BRONX, NY, 10452, , , 1154471, 15794225, 
JOHN, ANTONIO, SHANK, , M, , 12/28/1964, 908-964-1438, , 324 EAST 143RD STREET, 1H, BRONX, NY, 10451, , JSHANK@AMGGT.COM, 1154712, 15550631, 

KYSER, , FINNERAN, , M, , 10/25/1976, 860-801-5182, , 132 A COLLEGE AVENUE, 1, BRONX, NY, 10456, , , 1158084, 16015489, 
KYSER, K, FINNERAN, , M, , 12/16/1997, 860-801-5182, , 1733 UNIONPORT ROAD, 5, BRONX, NY, 10462, , KFINNERAN@AMGGT.COM, 1158402, 15757891, 

NILA, , BUSSA, , F, , 10/13/1920, 201-249-8999, , 704 PUGSLEY AVENUE, 1, BRONX, NY, 10473, , , 1159413, 15600267, 
NILA, , BUSSA, , F, , 12/1/1948, 201-249-8999, , 492 EAST 138TH STREET, 2B, BRONX, NY, 10454, , NBUSSA@AMGGT.COM, 1159653, 15940234, 

MARIAH, , COMER, , F, , 12/7/1990, 860-588-2513, , 1447 MCCOBMBS ROAD, 2H, BRONX, NY, 10452, , , 1185100, 16006129, 
MARIAH, , COMER, , F, , 10/15/1963, 860-588-2513, , 1605 WALTON AVENUE, 40, BRONX, NY, 10452, , , 1185211, 15419251, 

ALLEN, CHARLES, RAMOS, , M, , 7/6/1994, 845-166-4545, , 846 E 175ST, , , , , , , 1187671, 15459266, 
ALLEN, CHARLES, RAMOS, , M, , 10/25/1972, 845-166-4545, , 1509 EAST 174 STREET, , , , , , ARAMOS@AMGGT.COM, 1187906, 15552431, 

ROY, , BURK, , M, , 3/8/1989, 917-108-8633, , 420 BOLTON AVENUE, 1, BRONX, NY, 10473, , , 1195516, 15797948, 
ROY, KERRY, BURK, , M, , 10/27/2012, 917-108-8633, , 1916 BARNES AVENUE, 2FL, BRONX, NY, 10462, , , 1195770, 15624515, 

JUSTIN, HEIDI, CHUN, , F, , 10/5/2015, 718-323-4106, , 2211 GLEASON AVENUE, PH, BRONX, NY, 10462, , , 1227091, 15510014, 
JUSTIN, , CHUN, , F, , 12/23/1988, 718-323-4106, , 1328 TAYLOR AVENUE, 1, BRONX, NY, 10462, , , 1227206, 15716467, 

DAWN, LIUISE, CONNER, , F, , 10/4/1995, 516-694-7162, , 166 W 27TH STREET, 2W, NEW YORK, NY, 10001, , , 1228511, 15594549, 
DAWN, LOUISE, CONNER, , F, , 12/7/1944, 516-694-7162, , 462 FIRST AVENUE, , NEW YORK, NY, 10016, , , 1228644, 15731537, 

SANIELLE, , LATHAM, , F, , 10/9/1966, 848-727-8486, , 2093 MADISON AVENUE, 4A, NEW YORK, NY, 10037, , , 1229786, 15560457, 
SANIELLE, , LATHAM, , F, , 12/12/2003, 848-727-8486, , 183 EAST 100TH STREET, 6B, NEW YORK, NY, 10029, , SLATHAM@AMGGT.COM, 1230138, 15685954, 

MARGARET, , HERNANDEZ, , F, , 8/25/1996, 203-413-2255, , 1522 UNIONPORT ROAD, , , , , , , 1232523, 15998023, 
MARGARET, , HERNANDEZ, , F, , 8/5/1996, 203-413-2255, , 2040 BRUCKNER BOULEVARD, 12K, BRONX, NY, 10475, , , 1232650, 16017774, 

NORMA, , TODD, , F, , 10/21/2003, 917-696-2352, , ENTER POINTS ADRS, 3E, BRONX, NY, 10462, , , 1239368, 15681682, 
NORMA, , TODD, , , , 12/19/1985, 917-696-2352, , 2095 CRUGER AVENUE3E, , BRONX, NY, 10462, , NTODD@AMGGT.COM, 1239609, 15921615, 

JUDITH, , HINDS, , F, , 10/7/1963, 917-146-4090, , 2765 SAMSON AVENUE, 4B, BRONX, NY, 10465, , , 1240393, 15446519, 
JUDITH, A, HINDS, , F, , 12/6/2013, 917-146-4090, , 2734 DEWEY AVENUE, 2C, BRONX, NY, 10465, , JHINDS@AMGGT.COM, 1240518, 15962396, 

KASEY, , BOWEN, , F, , 10/2/1966, 203-253-5288, , 100, , NEW YORK, NY, 10034, , , 1244069, 15815246, 
KASEY, , BOWEN, , F, , 12/9/2002, 203-253-5288, , 3716 10TH AVENUE, 9E, NYC, NY, 10034, , , 1244275, 15825372, 

CONNIE, , WILLIAMS, , F, , 10/27/1995, 631-560-6142, , HOMELESS, , QUEENS, NY, 99995, , , 1245716, 15489073, 
CONNIE, , WILLIAMS, , F, , 9/14/2014, 631-560-6142, , HOMELESS, , UNKNOWN, , 99999, , , 1245924, 15497839, 

LAUREL, , HOPKINS, , F, , 12/18/1976, 845-637-9911, , 600 EAST 141TH STREET, 2E, BRONX, NY, 10454, , LHOPKINS@AMGGT.COM, 1250519, 15783054, 
LAUREL, , HOPKINS, , F, , 10/13/2003, 845-637-9911, , 600 E 163 STREET, 2E, BRONX, NY, 10454, , , 1250631, 15493998, 

REBECCA, , SMITH, , F, , 10/9/1964, 518-310-1139, , , , , , , , , 1250994, 15968324, 
REBECCA, , SMITH, , F, , 12/21/1995, 518-310-1139, , , , , , , , , 1251190, 16011944, 

TYLER, , JOHNS, , F, , 10/21/1920, 212-913-7676, , 3268 58 STREET, , FLUSHING, NY, 11377, , , 1251941, 15497103, 
TYLER, , JOHNS, , F, , 9/25/1942, 212-913-7676, , , , , , , , , 1252132, 15889654, 

HEATHER, , NOLEN, , F, , 10/6/1981, 973-450-7550, , 58 E 190TH STREET, , BRONX, NY, 10468, , , 1260716, 15434312, 
HEATHER, , NOLEN, , F, , 8/12/2012, 973-450-7550, , 58 EAST 198TH STREET, 5D, BRONX, NY, 10468, KIM, HNOLEN@AMGGT.COM, 1260909, 15892255, 

ROSA, MARIE, DELGADO, , F, , 12/17/2002, 732-241-7226, , 4145 MONTICELLO AVENUE, PH, BRONX, NY, 10466, , , 1279704, 15591320, 
ROSA, , DELGADO, , F, , 12/3/1981, 732-241-7226, , , , , , , , , 1279816, 15681846, 

LINDA, , NEOGY, , F, , 9/22/1985, 484-588-2400, , 10 RICHMOND PLAZA, 36E, BRONX, NY, 10453, , , 1298348, 15640973, 
LINDA, K, NEOGY, , F, , 10/15/2004, 484-588-2400, , , , , , , , , 1298496, 16015356, 

NATALIE, , NITSCHKE, , F, , 6/9/2005, 609-596-6455, , 2263 ADAM CLAYTON BOULEVARD, 14D, NEW YORK, NY, 10037, , , 1298577, 15681875, 
NATALIE, , NITSCHKE, , F, , 12/9/2005, 609-596-6455, , 433 LENOX AVENUE, 140, NEW YORK, NY, 10037, , NNITSCHKE@AMGGT.COM, 1298772, 15667807, 

BARBARA, , MEADOR, , F, , 10/24/1973, 848-589-9340, , 1414 HAZEN STREET, , FLUSHING, NY, 11373, , , 1305381, 15945980, 
BARBARA, , MEADOR, , F, , 12/1/2002, 848-589-9340, , 1818 HAZEN STREET, , FLUSHING, NY, 11370, , , 1305533, 15566358, 

DANA, LYN, DEVIVA, , F, , 12/27/2014, 201-691-3832, , 2078 MORRIS AVENUE, 2A, BRONX, NY, 10453, , DDEVIVA@AMGGT.COM, 1308503, 15752694, 
DANA, , DEVIVA, , F, , 10/19/1995, 201-691-3832, , 1169 STRATFORD AVENUE, 1A, BRONX, NY, 10472, , , 1308720, 15872731, 

ILAH, , MOSHER, , F, , 10/12/1966, 934-240-9191, , 783 BECK STREET, 5B, BRONX, NY, 10455, , , 1310412, 15809348, 
ILAH, , MOSHER, , F, , 4/28/2004, 934-240-9191, , 537 EAST 139TH STREET, 1A, BRONX, NY, 10454, , IMOSHER@AMGGT.COM, 1310587, 15761857, 

LORI, , CASHMAN, , F, , 10/3/2015, 860-162-5233, , 581 TIMPSON PLACE, 3E, BRONX, NY, 10455, , , 1333644, 15928816, 
LORI, , CASHMAN, , F, , 4/7/1989, 860-162-5233, , 2308 2ND AVENUE, 1, NEW YORK, NY, 10035, , , 1333794, 15706564, 

CERA, , JONES, , F, , 10/5/1997, 718-657-4489, , 17744 165TH STREET, PH, JAMICA, NY, 14327, , , 1341378, 15576843, 
CERA, TERESA, JONES, , F, , 12/4/1988, 718-657-4489, , 10424 190 STREET, PVT, QUEEN, NY, 11214, , CJONES@AMGGT.COM, 1341536, 15699653, 

MYA, , LUIK, , F, , 10/13/2004, 908-391-6275, , , , , , , , , 1343607, 15581661, 
MYA, M, LUIK, , F, , 12/24/1982, 908-391-6275, , , , , , , , MLUIK@AMGGT.COM, 1343745, 15710565, 

LONA, ALMTA, BEAUREGUARD, , F, , 12/13/2003, 551-181-3069, , PO BOX 825, , NEW YORK, NY, 10027, , , 1345379, 15709801, 
LONA, ALITA, BEAUREGUARD, , F, , 12/20/1956, 551-181-3069, , PO BOX 594, 11, NEW YORK, NY, 10018, , LBEAUREGUARD@AMGGT.COM, 1345483, 15690580, 

BARBARA, H, WRIGHT, , F, , 8/29/1987, 267-889-3281, , 3922 EAST BAYSIDE, PHT, BAYSIDE, NY, 11361, , BWRIGHT@AMGGT.COM, 1347476, 15426146, 
BARBARA, , WRIGHT, , F, , 10/17/2010, 267-889-3281, , 3922 218 STREET, , BAYSIDE, NY, 11361, , , 1347642, 16019252, 

ELBA, , SORTO, , U, , 10/15/1946, 929-541-9299, , MABON BLDG 13, AGCY, NEW YORK, NY, 10035, , ESORTO@AMGGT.COM, 1348816, 15713723, 
ELBA, , SORTO, , F, , 6/12/1920, 929-541-9299, , 219 E 121ST, , NEW YORK, NY, 10035, , , 1348984, 15524186, 

MARIA, H, WILSON, , F, , 10/30/1992, 551-206-2670, 551-206-2670, 1428 WEBSTER AVENUE, 1 K, BRONX, NY, 10456, , MWILSON@AMGGT.COM, 993149, 15836726, 
MARIA, , WILSON, , F, , 10/30/1992, 551-206-2670, 551-206-2670, MABON BUILDING 13, , NEW YORK, NY, 10035, , , 993412, 15861073, 

MARIA, , WILSON, , F, , 10/29/2002, 212-490-2091, 212-490-2091, 1428 WEBSTER AVENUE, 16L, BRONX, NY, 10465, , , 4904367, 15943042, MARIA WILSON 
MARIA, , WILSON, , F, , 10/29/2002, 212-490-2091, 212-490-2091, 1144 STRATFORD AVENUE, 1J, BRONX, NY, 10472, , , 4904376, 15624558, MAIE WILSON 

NEIL, LTEVE, REASON, , M, , 8/22/1938, 959-398-4955, , 227 MADISON STREET, , NEW YORK, NY, 10002, , , 983609, 15431669, 
NEAL, STEVE, REASON, , M, , 12/22/1938, 959-398-4955, , 9815H HARDING EXPWY, 2D, CORONA, NY, 11368, , NREASON@AMGGT.COM, 983910, 15867350, 

ROBERT, PATRICK, SMITH, , U, , 6/3/1959, 917-306-4949, , 363 NEWYORK AVENUE, 1D, BROOKLYN, NY, 11213, VICK, RSMITH@AMGGT.COM, 1148456, 15404676, 
ROBERT, , SNITH, , , , 6/3/1949, 929-148-9650, , 363 NEW YORK AVENUE, 1B, BROOKLYN, NY, 11213, , , 1148644, 15961294, 

OSCAR, TIM, SHORE, , M, , 12/26/1991, 484-331-9973, , 216 SEWARD AVENUE, 8J, BRONX, NY, 10472, , OSHORE@AMGGT.COM, 1174134, 15993848, 
OSCAR, , AHORE, , M, , 12/25/1991, , , 2160 SEWARD AVENUE, 8A, BRONX, NY, 10473, , , 1174295, 15612644, 

BRIAN, , MCGOWAN, , F, , 8/23/1998, 777-777-7777, , 1925 MONTEREY AVENUE, 1F, BRONX, NY, 10467, , , 1317754, 15522549, DOROTHY DIONNE WILDER 
LAURA, , MCGOWAN, , F, , 8/23/1998, 917-476-6071, , 1425 MONTEREY AVENUE, 1F, BRONX, NY, 10457, , , 1317918, 15470806, 

JANIE, , DILL, , F, , 9/19/1953, 4444444444, , 2117 VYSE AVENUE, 3B, BRONX, NY, 10460, , JDILL@AMGGT.COM, 1350523, 16004805, 
EVA, , DILL, , F, , 9/19/1953, 5555555555, , 2115 VYSE AVENUE, 3B, BRONX, NY, 10460, , , 1350757, 15768919, 

VINCENT, , TITO, , M, , 2/6/1997, , , 935 EAST 163 STREET, 6H, BRONX, NY, 10459, , , 716004, 15705661, 
ROSHAWN, , TITO, , M, , 2/6/1997, 212-861-6247, , 260 EAST BURNSIDE AVENUE, 8D, BRONX, NY, 10459, , , 787590, 15995945, 

ANDREA, , BLACHORSKY, , F, , 3/8/1996, 610-589-8317, , 638 MORRIS PARK, PH, BRONX, NY, 10460, , , 810613, 15850690, 
TARA, , BLACHORSKY, , F, , 3/8/1996, , , 2437 LYVERE STREET, 3E, BRONX, NY, 10461, , TBLACHORSKY@AMGGT.COM, 813339, 15569653, 

JOYCE, , DEENDIAL, , F, , 9/10/1998, 860-170-3087, , 2927 VALENTINE AVENUE, 4B, BRONX, NY, 10458, , , 823291, 15388172, 
JACKIE, , DEENDIAL, , , , 9/10/1998, , , 2839 VALENTINE AVENUE, 6B, BRONX, NY, 10458, , , 827639, 15585837, 

JAMES, , HAWLEY, , M, , 11/6/2007, , , 1051 REVERE AVENUE, , BRONX, NY, 10465, , , 829419, 15939730, 
IRA, , HAWLEY, , M, , 11/6/2007, 570-429-2932, , 1012 GARRISON AVENUE, 2B, BRONX, NY, 10474, , IHAWLEY@AMGGT.COM, 829554, 15806295, 

AIDEN, RUSS, ROSENFELD, , M, , 3/13/2008, , , 2285 7TH AVEUNE, 2S, NEW YORK, NY, 10030, , , 836126, 15946315, 
JOSE, RUSS, ROSENFELD, , M, , 3/13/2008, 570-225-1097, , 2285 SEVENTH AVENUE, 2S, NEW YORK, NY, 10030, , , 836338, 15747071, 

NASIR, , BYRNE, , M, , 8/1/1992, , , 266 BEDFORD PARK BOULEVARD, 5I, BRONX, NY, 10458, , , 843517, 15695689, 
RICARDO, , BYRNE, , M, , 8/1/1992, 551-978-7156, , 1055 STELL PLACE, , BRONX, NY, 10469, ALEXANDER, RBYRNE@AMGGT.COM, 844520, 15603067, 

CONSTANZIA, ELEANORE, THOMAS, , F, , 2/9/1990, , , 127072 WEBSTER AVENUE, 14D, BRONX, NY, 10456, , , 844039, 15925667, 
ANALICIA, ELEANORE, THOMAS, , F, , 2/9/1990, 551-936-2123, , 1272 WEBSTER AVENUE, 14B, BRONX, NY, 10456, SMITH, ATHOMAS@AMGGT.COM, 845409, 15480311, 

VICTOR, , DEVONE, , M, , 9/7/2011, 929-755-3642, , 24 DOLPHIN ROAD, PH, NEW CITY, NY, 10956, , , 844193, 15666914, 
ALAN, , DEVONE, , M, , 9/7/2011, , , 817 HALL STREET, , MAMARONECK, NY, 10543, , , 845173, 15859488, 

DEAN, , BLUM, , M, , 11/25/1999, , , 30 BEEKMAN PLACE, 3BC, NEW YORK, NY, 10022, , , 844318, 15843852, 
WALTER, , BLUM, JR, M, , 11/25/1999, 908-176-6415, , 20 WATERSIDE PLAZA, 35J, NEW YORK, NY, 10010, , , 845771, 15683159, 

HABRAM, , SOUTH, , M, , 9/7/2000, , , 2805 SCHLEY AVENUE, 1D, BRONX, NY, 10465, , , 849510, 15748145, 
SHEA, , SOUTH, JR, M, , 9/7/2000, 718-780-4415, , 2787 SAMPSON AVENUE, 3A, BRONX, NY, 10465, , , 850527, 15919744, 

JONATHAN, , KILLIAN, , M, , 8/9/2008, 718-199-4282, , 409 E 146 STREET, 2B, BRONX, NY, 10455, , , 853938, 15962732, 
JOSE, , KILLIAN, , M, , 8/9/2008, , , 383 EAST 141 STREET, 4H, BRONX, NY, 10454, ARENDZ, JKILLIAN@AMGGT.COM, 854140, 15853161, 

JAMES, , WESTOVER, , M, , 12/16/1997, , , , , , , , , , 867036, 15886057, 
LARRY, , WESTOVER, JR, M, , 12/16/1997, 518-881-4417, , 1326 GRANDCONCURSE, 4A, BRONX, NY, 10456, , , 867358, 15980476, 

STEVEN, L, LIND, , M, , 12/8/2005, , , 253 E 181ST STREET, 1A, BRONX, NY, 10457, , , 872936, 15823113, 
THOMAS, L, LIND, JR, M, , 12/8/2005, 610-361-6606, , 321 EDGECOMBE, 3R, NEW YORK, NY, 10031, , , 873237, 15721974, 

COLE, , RODRIQUEZ, , M, , 4/25/1993, 917-459-3428, , 189 EAST 34TH STREET, 14C, BROKLYN, NY, 11203, , , 877787, 15607621, 
COLE, , RODRIGUEZ, , M, , 4/25/1993, 959-106-3742, , 650 E 84TH STREET, 3E, BROOKLYN, NY, 11236, , , 878163, 15797105, 

ESPERANZA, MARY, BULL, , F, , 9/15/2008, 862-699-9835, , 594 UNION AVENUE, 3G, BRONX, NY, 10455, , , 878284, 15696242, AGNES LINDA LUCERO 
JUANA, MARY, BULL, , F, , 9/15/2008, , , 1269 COLLEGE AVENUE, 5A, BRONX, NY, 10456, , JBULL@AMGGT.COM, 878531, 16010504, 

SHELBY, MELVA, KAUL, , F, , 12/15/2003, , , 1146 EAST 225TH STREET, PH, BRONX, NY, 10466, , , 879217, 15865845, 
KIRA, MELVA, KAUL, , F, , 12/15/2003, 203-768-6019, , 3026 HOLLAND AVENUE, , BRONX, NY, 10467, , , 879559, 15611105, DONNA CLEMENS 

BUANDON, , JACOQUIJADA, , M, , 10/24/2003, 845-227-8091, , 845 REV JAMES POLITE AVENUE, 2C, BRONX, NY, 10459, , , 905812, 15965089, 
BRANDON, BENJAMIN, JACOQUIJADA, , M, , 10/24/2003, 551-603-5653, , 1231 SHERIDAN AVENUE, 4, BRONX, NY, 10456, , , 905981, 15926642, REGGIE ROBERT GREENFIELD 

GAVID, DAVID, HARRIS, , M, , 12/22/1999, 609-869-5003, , , , , , , , , 911755, 15809869, 
DAVID, , HARRIS, , M, , 12/22/1999, , , , , , , , , DHARRIS@AMGGT.COM, 911872, 15723116, 

SERGIO, JOHN, WALKER, , M, , 12/16/2011, 862-104-7906, , 1052 SHERIDAN AVENUE, 5C, BRONX, NY, 10456, , , 914967, 15534776, 
NATE, JOHN, WALKER, , M, , 12/16/2011, , , 751 EAST 161ST STREET, 5H, BRONX, NY, 10456, , , 915171, 15971725, 

